area_code,area_name,pref_code,pref_name,sex,pop_0_4,pop_5_9,pop_10_14,pop_15_19,pop_20_24,pop_25_29,pop_30_34,pop_35_39,pop_40_44,pop_45_49,pop_50_54,pop_55_59,pop_60_64,pop_65_69,pop_70_74,pop_75_79,pop_80_84,pop_85_89,pop_90_94,pop_95_99,pop_100plus,pop_65plus,pop_age_unknown,pop_total_census
3205,浜田,32,島根県,male,1235,1457,1531,1958,1587,1695,1708,2018,2417,2651,2296,2373,2787,3039,3348,2136,1617,1151,499,103,11,11904,571,38188
3205,浜田,32,島根県,female,1231,1431,1458,1474,1171,1281,1478,1854,2021,2326,2064,2317,2515,3142,3478,2819,2621,2412,1491,507,79,16549,193,39363
3206,益田,32,島根県,male,997,1125,1221,1285,702,912,1223,1375,1661,1780,1484,1600,2045,2483,2668,1656,1336,1019,435,84,11,9692,418,27520
3206,益田,32,島根県,female,874,1060,1173,1059,653,884,1066,1334,1560,1732,1427,1746,2149,2532,2891,2280,2122,1896,1171,402,88,13382,336,30435
3207,隠岐,32,島根県,male,322,401,361,387,251,356,414,546,560,552,464,541,726,956,994,608,453,314,149,30,5,3509,7,9397
3207,隠岐,32,島根県,female,314,350,356,320,189,277,369,443,454,497,438,467,710,892,988,688,696,648,429,169,29,4539,2,9725
3301,県南東部,33,岡山県,male,17776,19915,20651,22878,24282,22419,22912,25768,29288,34614,27724,25656,24875,26643,30933,22979,15115,9708,3836,709,81,110004,12337,441099
3301,県南東部,33,岡山県,female,17043,18664,19320,21611,23300,21900,23363,26045,29292,34771,29276,27007,26579,28750,35353,28683,21820,18348,10300,3310,596,147160,10330,475661
3302,県南西部,33,岡山県,male,12898,14812,15795,15863,14915,14832,16384,18035,20490,24929,20223,17936,18438,20656,24069,18790,12427,7750,2949,543,58,87242,22421,335213
3302,県南西部,33,岡山県,female,12550,14156,14727,15553,15771,14825,16323,18248,20520,25466,20945,19156,19843,22140,27638,22499,16824,13582,7612,2479,484,113258,21044,362385
3303,高梁・新見,33,岡山県,male,703,921,1093,1440,1295,1142,1095,1218,1451,1584,1452,1703,2169,2530,2466,1646,1507,1170,558,141,7,10025,345,27636
3303,高梁・新見,33,岡山県,female,689,859,957,1266,1163,811,945,1142,1304,1515,1407,1676,2130,2357,2540,2143,2295,2175,1384,507,84,13485,166,29515
3304,真庭,33,岡山県,male,722,857,973,818,593,690,924,1087,1312,1318,1135,1299,1600,1877,1960,1214,1047,850,340,82,8,7378,71,20777
3304,真庭,33,岡山県,female,675,832,903,821,540,622,786,1050,1177,1248,1076,1332,1627,1951,1962,1582,1615,1515,992,352,60,10029,43,22761
3305,津山・英田,33,岡山県,male,3181,3612,4015,4168,3083,3545,4058,4494,5306,5894,4954,4921,5698,6357,7046,4534,3486,2473,1142,213,14,25265,1126,83320
3305,津山・英田,33,岡山県,female,2979,3430,3644,4013,3118,3177,3803,4373,5027,5628,4960,5024,5932,6676,7428,5631,5285,4774,3157,990,204,34145,812,90065
3401,広島,34,広島県,male,27945,31541,32267,32517,30764,33307,36211,39842,45696,55183,46459,40202,35590,38162,44227,31780,21062,11796,4593,993,117,152730,19755,660009
3401,広島,34,広島県,female,26981,30211,30860,31516,32101,33194,36172,40268,46769,56143,47028,40863,37837,41414,50172,40048,29210,22151,12597,4247,816,200655,16305,706903
3402,広島西,34,広島県,male,2772,3206,3208,3074,2725,3035,3456,3963,4269,4886,4270,3980,4338,5050,5547,3890,2524,1626,657,156,19,19469,562,67213
3402,広島西,34,広島県,female,2547,3084,2969,3027,2975,2994,3359,3979,4284,5105,4462,4363,4874,5457,6065,4496,3540,2932,1747,574,88,24899,358,73279
3403,呉,34,広島県,male,3542,4327,4706,5170,5733,5528,5728,6059,7107,8807,7417,6788,6753,7963,10135,8047,5393,3237,1138,266,35,36214,962,114841
3403,呉,34,広島県,female,3417,4123,4579,4856,4519,4252,4525,5251,6500,8204,7467,7036,7201,8455,11678,10042,7863,6263,3434,1104,225,49064,687,121681
3404,広島中央,34,広島県,male,4442,5272,5392,6941,9167,6045,6250,6698,7375,8495,7133,6447,5953,6488,7435,5430,3380,2138,838,183,24,25916,3261,114787
3404,広島中央,34,広島県,female,4209,4925,5173,5548,6257,5134,5498,6098,6878,7934,6777,6285,6209,6730,8195,6347,4682,3877,2373,850,153,33207,2840,112972
3405,尾三,34,広島県,male,3797,4648,5092,5107,4346,5001,5561,6160,6880,8220,6855,6556,7765,8959,10143,7329,5071,3473,1477,287,31,36770,1021,113779
3405,尾三,34,広島県,female,3428,4578,4768,4786,4026,3971,4720,5734,6567,8126,7036,7298,7989,9539,11084,9141,7473,6607,3955,1382,214,49395,667,123089
3406,福山・府中,34,広島県,male,9997,11475,11987,11639,11327,12322,13406,14435,16466,19345,15489,14022,14351,16553,18170,13468,9144,5297,2184,480,57,65353,4679,246293
3406,福山・府中,34,広島県,female,9399,11021,11405,10856,10527,11197,12266,14021,16178,19253,16090,14769,15192,17757,20200,16504,12767,10071,5656,1934,354,85243,3125,260542
3407,備北,34,広島県,male,1310,1639,1840,1698,1356,1586,1815,2046,2365,2723,2335,2281,2888,3454,3672,2302,1876,1536,792,192,29,13853,499,40234
3407,備北,34,広島県,female,1317,1589,1690,1641,1256,1380,1562,1877,2294,2522,2185,2391,2895,3429,3770,3018,2978,3031,2076,724,137,19163,318,44080
3501,岩国,35,山口県,male,2261,2694,2926,2810,2323,2696,2948,3250,3909,4875,4009,4018,4272,5084,5525,3848,2933,2001,766,159,29,20345,592,63928
3501,岩国,35,山口県,female,2156,2635,2833,2859,2390,2508,2744,3371,3924,4827,4281,4123,4517,5079,6168,5212,4353,3747,2019,714,123,27415,648,71231
3502,柳井,35,山口県,male,958,1188,1416,1547,966,1061,1296,1578,1997,2558,2036,2035,2523,3022,3622,2747,1937,1304,598,115,16,13361,198,34718
3502,柳井,35,山口県,female,879,1154,1368,1386,980,1081,1187,1547,1957,2393,2221,2196,2680,3141,4093,3472,2906,2554,1576,555,106,18403,186,39618
3503,周南,35,山口県,male,4401,4950,5465,5362,4654,5571,5887,6434,7480,9409,7511,6627,6930,8163,9253,7630,4821,2705,974,224,18,33788,3333,117802
3503,周南,35,山口県,female,4225,4734,5199,4801,3700,4545,5205,6081,7428,9227,7939,6996,7442,8798,11265,9263,6752,5205,2870,984,164,45301,2600,125423
3504,山口・防府,35,山口県,male,5937,6971,7011,7967,7038,6619,7658,8663,9993,11527,9243,8753,8803,9846,10967,7288,5247,3481,1375,253,33,38490,2630,147303
3504,山口・防府,35,山口県,female,5763,6365,6777,7653,7545,6411,7442,8618,9632,11181,9631,9127,9632,10502,12449,9671,7972,6797,3798,1274,256,52719,2146,160642
3505,宇部・小野田,35,山口県,male,4162,5104,5181,5549,6328,5044,5421,6369,7470,8679,7102,6776,7226,9045,10284,6948,4759,2925,1195,229,29,35414,1460,117285
3505,宇部・小野田,35,山口県,female,3918,4629,4982,5115,5015,4559,5263,6330,7537,8484,7714,7309,7893,9855,11679,8804,7486,6265,3478,1198,178,48943,1167,128858
3506,下関,35,山口県,male,4053,4951,5383,5484,5334,4811,5296,6367,7340,8707,7289,6981,7672,9200,10411,7135,5190,3484,1298,252,25,36995,2020,118683
3506,下関,35,山口県,female,3901,4745,5122,5256,5033,4723,5234,6531,7516,8816,8211,7984,8713,10386,12553,9963,8456,6871,3630,1234,238,53331,1252,136368
3507,長門,35,山口県,male,433,526,614,640,349,477,530,735,886,948,823,906,1168,1593,1626,1006,829,609,233,34,9,5939,66,15040
3507,長門,35,山口県,female,359,520,587,496,436,443,534,725,820,989,894,1009,1269,1677,1868,1447,1368,1154,642,194,29,8379,19,17479
3508,萩,35,山口県,male,527,716,879,837,564,637,766,1023,1310,1486,1288,1361,1757,2273,2407,1549,1246,845,317,54,11,8702,124,21977
3508,萩,35,山口県,female,513,699,838,790,593,585,751,994,1244,1451,1381,1553,1819,2441,2738,2209,2048,1671,971,314,40,12432,61,25704
3601,東部,36,徳島県,male,8576,9934,10113,10502,10321,9666,11309,13279,15387,17218,14654,14306,15304,17668,19460,12597,8859,5855,2286,413,47,67185,14662,242416
3601,東部,36,徳島県,female,8188,9310,9732,10443,10326,9589,11375,13542,15471,18280,15871,15913,16673,19447,21216,15598,13066,11283,6574,1950,314,89448,12459,266620
3603,南部,36,徳島県,male,2075,2436,2912,3131,2408,2724,2924,3563,4054,4642,3929,4142,4515,5517,6070,4103,3293,2178,865,179,16,22221,591,66267
3603,南部,36,徳島県,female,1906,2351,2720,2707,2098,2213,2656,3342,3874,4534,4053,4322,4799,5717,6636,5091,4557,3933,2262,796,114,29106,578,71259
3605,西部,36,徳島県,male,1006,1279,1307,1334,903,1132,1434,1790,2029,2016,2001,2210,3095,3698,3426,2021,1766,1352,564,115,10,12952,94,34582
3605,西部,36,徳島県,female,900,1121,1263,1225,822,988,1387,1687,1882,2166,2035,2369,3093,3476,3343,2568,2913,2733,1803,520,78,17434,43,38415
3702,小豆,37,香川県,male,369,423,467,441,314,441,466,613,737,825,753,810,971,1206,1407,909,693,491,239,51,5,5001,34,12665
3702,小豆,37,香川県,female,381,394,426,348,251,357,512,567,683,829,762,850,1042,1280,1433,1148,981,921,626,211,44,6644,5,14051
3706,東部,37,香川県,male,9421,11007,11647,12164,10286,10904,12378,14369,16952,20176,16542,14897,15050,16449,19335,12914,9165,5943,2437,478,54,66775,9892,252460
3706,東部,37,香川県,female,9089,10501,11139,11355,10182,10492,12246,14625,17157,20076,16788,15565,15885,17935,21663,15993,12839,10584,6056,1879,377,87326,7873,270299
3707,西部,37,香川県,male,7264,8634,9008,9646,8066,8901,10073,10928,13082,14599,11793,11153,12103,13901,16386,10564,7687,5245,2249,479,44,56555,2267,194072
3707,西部,37,香川県,female,6878,8040,8669,8581,7376,8052,9056,10526,12728,14315,11777,11639,13001,14785,17852,12938,11070,9720,5727,1790,350,74232,1827,206697
3801,宇摩,38,愛媛県,male,1290,1532,1724,1578,1459,1671,1861,2142,2479,2919,2446,2408,2604,3060,3252,2087,1607,1033,380,109,14,11542,2813,40468
3801,宇摩,38,愛媛県,female,1204,1434,1659,1373,1252,1538,1782,1941,2347,2729,2368,2571,2739,3238,3470,2645,2278,1872,1151,396,66,15116,2233,42286
3802,新居浜・西条,38,愛媛県,male,4024,4771,5079,4822,3943,4969,5541,6122,7175,8289,6732,6782,6490,7498,8532,5846,4163,2739,1171,212,36,30197,1683,106619
3802,新居浜・西条,38,愛媛県,female,3868,4507,4881,4226,3502,4286,4966,5944,6717,8017,6603,6844,7080,8289,9730,7355,6421,5335,3141,1059,201,41531,1138,114110
3803,今治,38,愛媛県,male,2422,3087,3361,3425,2654,3391,3875,4225,4723,5663,4629,4511,4687,5590,6971,4836,3447,2143,820,176,20,24003,564,75220
3803,今治,38,愛媛県,female,2395,2874,3223,3055,2474,2702,3271,3989,4582,5775,5026,4916,5170,6416,7871,6409,4947,3959,2380,791,154,32927,582,82961
3804,松山,38,愛媛県,male,11430,13719,14203,15203,13717,12881,14342,16903,19526,22813,18719,17804,18488,20157,21151,14642,10299,6470,2767,568,59,76113,13939,299800
3804,松山,38,愛媛県,female,11008,12912,13759,14369,14166,13627,15592,18245,21033,24189,20984,20656,21063,22799,25057,19114,15565,12793,7558,2293,403,105582,10757,337942
3805,八幡浜・大洲,38,愛媛県,male,1851,2395,2679,2518,1398,2029,2401,2984,3618,3982,3778,4328,4998,5634,6116,3988,3389,2437,1064,226,24,22878,531,62368
3805,八幡浜・大洲,38,愛媛県,female,1799,2230,2478,2297,1467,1773,2371,3003,3404,3997,3934,4273,4916,5906,6410,5183,5182,4480,2811,871,151,30994,365,69301
3806,宇和島,38,愛媛県,male,1403,1802,2033,1784,1204,1541,1784,2215,2890,3375,2980,3373,3758,4649,5222,3135,2469,1765,764,130,10,18144,301,48587
3806,宇和島,38,愛媛県,female,1224,1641,1863,1755,1098,1323,1680,2164,2762,3324,3236,3521,4182,5023,5702,4263,3959,3454,2080,658,113,25252,154,55179
3901,安芸,39,高知県,male,522,619,753,590,571,692,776,1016,1160,1300,1241,1516,1583,1944,2249,1602,1276,865,334,63,3,8336,163,20838
3901,安芸,39,高知県,female,477,642,693,565,447,562,688,855,986,1269,1195,1426,1605,2121,2559,2066,1840,1510,867,304,49,11316,102,22828
3902,中央,39,高知県,male,8880,10122,10957,12359,10790,9955,10927,13369,16167,18766,14884,15122,15443,16982,19634,13327,9396,6335,2746,592,57,69069,6491,243301
3902,中央,39,高知県,female,8540,9779,10343,11421,10221,9908,11451,13961,16399,19234,16526,16482,16766,19024,22356,17818,14416,12954,8017,2706,516,97807,4677,273515
3903,高幡,39,高知県,male,628,806,1003,1092,700,795,1007,1167,1310,1485,1403,1536,1839,2352,2427,1736,1355,1080,463,94,5,9512,136,24419
3903,高幡,39,高知県,female,627,842,887,898,516,598,880,1038,1175,1457,1335,1511,1905,2282,2568,2197,1986,1865,1209,449,81,12637,72,26378
3904,幡多,39,高知県,male,1129,1354,1499,1238,1011,1269,1412,1917,2421,2623,2200,2416,2879,3477,3968,2512,1925,1429,611,121,17,14060,545,37973
3904,幡多,39,高知県,female,1106,1269,1469,1236,762,1100,1373,1865,2172,2627,2210,2557,3071,3722,4329,3189,2910,2624,1646,531,99,19050,408,42275
4001,福岡・糸島,40,福岡県,male,36349,38323,37230,39478,49810,47012,48963,54472,58622,62727,52697,46139,42152,44165,44360,28592,19393,11847,4317,913,86,153673,40485,808132
4001,福岡・糸島,40,福岡県,female,34528,36318,35894,39455,53081,54417,54321,59321,63154,66992,57137,49757,45871,49302,52860,39127,31386,24003,13166,4226,765,214835,38056,903137
4002,粕屋,40,福岡県,male,7384,8476,8405,7242,6232,6484,8063,10009,11317,12277,9061,7379,7864,8758,9048,5966,3792,2059,767,109,14,30513,1262,141968
4002,粕屋,40,福岡県,female,7149,8057,8090,7149,6493,6883,8259,10120,11456,11558,8808,7837,8283,9560,10188,7303,5586,4195,2306,756,123,40017,729,150888
4003,宗像,40,福岡県,male,3970,4442,3983,3753,3285,3168,4404,5327,5349,5342,4183,4063,4715,5435,5688,4092,2719,1484,742,138,22,20320,1125,77429
4003,宗像,40,福岡県,female,3901,4099,3927,3706,3546,3477,4646,5362,5323,5610,4730,4755,5335,6075,6505,4798,3791,3124,1901,545,104,26843,1439,86699
4004,筑紫,40,福岡県,male,10247,11489,12083,11708,10196,9169,11021,13307,15472,17196,14098,12245,11904,12866,13328,8847,6019,3367,1247,233,24,45931,4146,210212
4004,筑紫,40,福岡県,female,9578,11049,11417,11613,10655,9870,11609,14127,16411,18245,15579,13518,12966,14198,15252,10869,8359,6084,3351,972,188,59273,3573,229483
4005,朝倉,40,福岡県,male,1550,1855,1825,1790,1512,1521,1784,2223,2574,2645,2226,2315,2693,3337,3313,2082,1443,973,395,80,8,11631,331,38475
4005,朝倉,40,福岡県,female,1492,1844,1817,1705,1618,1535,1809,2257,2478,2575,2416,2543,2898,3488,3634,2637,2412,2035,1272,447,74,15999,302,43288
4006,久留米,40,福岡県,male,8852,10140,10234,10507,10190,9140,10136,11948,13517,14708,12989,12260,12737,14699,14711,10122,7343,4470,1675,316,39,53375,14169,214902
4006,久留米,40,福岡県,female,8605,9647,9778,10227,10222,9753,10557,12432,14016,15443,14179,13733,14080,15949,17193,13425,11309,8919,4832,1628,309,73564,11848,238084
4007,八女・筑後,40,福岡県,male,2511,2957,3091,2937,2569,2606,3054,3625,3850,4145,3817,3783,4321,4797,4692,3200,2452,1653,617,138,10,17559,615,61440
4007,八女・筑後,40,福岡県,female,2508,2827,2904,2968,2576,2677,3065,3478,3941,4047,4149,4012,4489,4963,5151,4048,3863,3235,1828,617,104,23809,514,67964
4008,有明,40,福岡県,male,3541,4192,4452,4722,3853,3857,4382,5222,5723,6415,5942,6261,7202,8339,8845,5768,4525,2775,1109,244,25,31630,980,98374
4008,有明,40,福岡県,female,3420,3916,4297,4775,4043,3819,4366,5139,5973,6602,6425,6964,7566,9192,9968,7705,7189,6091,3486,1162,196,44989,949,113243
4009,飯塚,40,福岡県,male,3372,3811,3980,4237,4535,3556,4169,4784,5419,5511,4366,4502,5287,6867,7018,4079,3053,1965,778,152,25,23937,1126,82592
4009,飯塚,40,福岡県,female,3176,3733,3654,3754,3597,3529,4005,4765,5336,5591,4811,4887,5986,7701,8036,5885,5191,4293,2470,903,174,34653,646,92123
4010,直方・鞍手,40,福岡県,male,1935,2298,2360,2305,2071,2211,2470,2784,3118,3398,2765,2762,3232,4053,4378,2884,2101,1302,526,103,17,15364,189,49262
4010,直方・鞍手,40,福岡県,female,1820,2101,2221,2072,1895,1945,2382,2804,3024,3268,2893,3069,3582,4613,4907,3889,3522,2924,1694,580,92,22221,182,55479
4011,田川,40,福岡県,male,2017,2529,2759,2634,2057,2004,2338,2957,3192,3519,2948,2931,3778,5037,5224,3236,2427,1587,569,110,15,18205,355,54223
4011,田川,40,福岡県,female,2000,2490,2603,2665,2270,1988,2343,2946,3271,3712,3299,3308,4319,5543,6015,4477,4169,3384,1874,618,98,26178,343,63735
4012,北九州,40,福岡県,male,19244,22011,22786,24480,24443,22684,24125,27693,31610,36277,31188,29038,30227,34776,37670,27618,19738,11754,4541,780,71,136948,22455,505209
4012,北九州,40,福岡県,female,18825,20688,22048,22957,22881,22465,23940,28560,32511,38182,34285,32810,32755,39283,45923,37156,30621,24272,12771,4011,772,194809,17855,565571
4013,京築,40,福岡県,male,3575,4135,4130,4147,4312,4246,4545,5256,5594,6536,5283,4926,5465,6559,6981,4899,3516,2026,741,137,14,24873,1710,88733
4013,京築,40,福岡県,female,3339,3942,3954,3953,3322,3508,4224,4777,5448,6260,5455,5313,5925,7063,7919,6304,5310,4159,2354,766,118,33993,1156,94569
4101,中部,41,佐賀県,male,6855,7823,8129,8581,7718,7338,8007,9519,10345,11001,9893,9828,10397,11772,11088,7258,5622,3593,1466,292,32,41123,5835,162392
4101,中部,41,佐賀県,female,6537,7444,7874,8348,7918,7401,8418,9817,10668,11567,10840,10900,11326,12768,12529,10041,8437,7229,4194,1316,249,56763,4680,180501
4102,東部,41,佐賀県,male,2865,3150,3315,3185,2776,2759,3148,3688,4383,4549,3721,3376,3621,4064,4200,2869,1972,1191,474,71,16,14857,934,60327
4102,東部,41,佐賀県,female,2668,2935,3167,3197,3102,2882,3326,3856,4358,4669,3915,3604,3861,4553,4575,3548,2957,2264,1334,394,64,19689,687,65916
4103,北部,41,佐賀県,male,2475,2868,3249,3296,2105,2390,2710,3216,3715,3959,3170,3613,4152,4832,4653,2750,2251,1539,623,132,16,16796,368,58082
4103,北部,41,佐賀県,female,2307,2729,2998,2906,2208,2278,2785,3305,3729,3957,3598,3985,4598,5221,5055,3807,3648,3119,1797,595,99,23341,176,64900
4104,西部,41,佐賀県,male,1437,1733,1784,1668,1309,1425,1603,2073,2206,2265,1944,2181,2493,2942,2692,1620,1332,877,349,83,5,9900,204,34225
4104,西部,41,佐賀県,female,1327,1675,1770,1504,1066,1261,1621,2013,2208,2144,2084,2219,2673,3051,2938,2285,2134,1796,1100,364,68,13736,113,37414
4105,南部,41,佐賀県,male,2879,3340,3653,3188,2458,2943,3275,3866,4280,4333,4173,4676,5143,6136,5513,3476,2769,1979,862,170,15,20920,298,69425
4105,南部,41,佐賀県,female,2752,3194,3309,3283,2783,2841,3361,4016,4296,4444,4456,4829,5494,6268,5966,4609,4538,3952,2537,919,147,28936,266,78260
4201,長崎,42,長崎県,male,9278,10527,11108,11568,10118,9885,11337,12556,14107,16625,14779,15451,16325,19094,18527,11841,9232,5795,2269,465,36,67259,4028,234951
4201,長崎,42,長崎県,female,8803,9913,10442,11320,10793,10391,11867,13643,15279,18285,17031,17523,18226,21119,21563,16192,14544,11716,6708,2261,388,94491,2554,270561
4202,佐世保県北,42,長崎県,male,6141,6954,7160,7099,6215,6335,7287,8429,9060,9788,8743,8782,9855,11809,11686,7253,5764,3820,1465,298,21,42116,1807,145771
4202,佐世保県北,42,長崎県,female,5786,6786,6958,6548,5635,5852,6957,8286,9200,10085,9583,9502,10470,12635,13195,10332,9147,7610,4297,1493,264,58973,1379,162000
4203,県央,42,長崎県,male,5858,6578,6927,6784,4682,5508,6440,7327,8190,9053,8031,7957,8663,9496,8900,5758,4512,2905,1070,220,17,32878,855,125731
4203,県央,42,長崎県,female,5507,6175,6387,6335,4952,5582,6756,7698,8714,9478,8707,8776,9240,10171,10015,7604,6629,5316,3070,1072,179,44056,544,138907
4204,県南,42,長崎県,male,2217,2670,2805,2465,1557,1954,2345,3066,3392,3668,3642,4330,5036,5435,5102,3314,2925,2045,850,148,18,19837,149,59133
4204,県南,42,長崎県,female,2133,2619,2667,2223,1698,1994,2546,3163,3383,3766,4076,4463,5333,5776,5506,4437,4501,3936,2384,800,132,27472,95,67631
4206,五島,42,長崎県,male,497,593,710,553,341,501,582,734,873,966,1005,1230,1529,1725,1489,947,884,617,244,52,3,5961,66,16141
4206,五島,42,長崎県,female,548,627,636,545,281,462,581,823,805,973,1039,1267,1587,1716,1590,1270,1386,1127,715,200,37,8041,35,18250
4207,上五島,42,長崎県,male,246,307,350,290,155,236,284,376,501,583,639,740,931,1106,894,585,559,359,122,23,1,3649,1,9288
4207,上五島,42,長崎県,female,254,287,325,305,115,211,310,397,439,545,634,743,945,984,990,829,891,719,423,139,16,4991,2,10503
4208,壱岐,42,長崎県,male,450,580,631,500,268,359,476,622,769,773,688,758,941,1024,1077,670,602,434,172,33,1,4013,9,11837
4208,壱岐,42,長崎県,female,418,542,592,484,234,336,430,594,748,711,661,799,911,1099,1170,922,888,807,535,175,31,5627,24,13111
4209,対馬,42,長崎県,male,529,599,623,443,361,466,653,753,879,955,881,960,1197,1368,1236,771,713,456,148,38,6,4736,25,14060
4209,対馬,42,長崎県,female,453,535,572,466,262,356,496,712,747,740,751,876,1212,1382,1388,1079,1032,836,381,136,19,6253,11,14442
4302,宇城,43,熊本県,male,1876,2284,2397,2250,1832,1917,2248,2648,3015,3069,2836,3195,3566,3966,3944,2683,2169,1570,634,130,18,15114,377,48624
4302,宇城,43,熊本県,female,1781,2134,2358,2154,1903,1940,2302,2697,3007,3147,3014,3435,3710,4204,4068,3287,3250,2771,1806,610,110,20106,234,53922
4303,有明,43,熊本県,male,2878,3313,3499,3408,2808,3033,3471,4319,4518,4511,4034,4269,5172,6496,6283,4117,3407,2204,856,190,22,23575,248,73056
4303,有明,43,熊本県,female,2696,3226,3179,3561,2874,2656,3357,4058,4284,4588,4270,4762,5589,6742,6673,5297,5066,4163,2482,862,186,31471,235,80806
4304,鹿本,43,熊本県,male,905,1019,1087,1040,694,846,1048,1280,1335,1359,1317,1369,1748,2105,2027,1324,1159,797,373,85,5,7875,78,23000
4304,鹿本,43,熊本県,female,828,1015,1013,967,728,893,1050,1233,1280,1375,1457,1549,1848,2189,2223,1751,1655,1549,914,363,82,10726,63,26025
4305,菊池,43,熊本県,male,4908,5542,5447,4949,3765,4367,5406,6255,6659,6430,4973,5107,5342,5889,5656,3528,2767,1831,767,156,13,20607,690,90447
4305,菊池,43,熊本県,female,4638,5284,5195,4458,3763,4196,5450,6237,6631,6345,5287,5447,5795,6278,6181,4335,3959,3296,1932,708,146,26835,704,96265
4306,阿蘇,43,熊本県,male,951,1196,1283,1021,793,1057,1167,1369,1583,1625,1489,1872,2343,2775,2681,1635,1436,1058,534,97,10,10226,111,28086
4306,阿蘇,43,熊本県,female,966,1064,1126,946,806,905,1133,1317,1455,1505,1659,1915,2312,2809,2695,2049,2191,1972,1201,453,63,13433,75,30617
4308,八代,43,熊本県,male,2357,2809,2940,3196,2148,2415,2796,3330,3688,4065,3835,4131,4524,5153,5111,3515,2763,1958,791,124,12,19427,720,62381
4308,八代,43,熊本県,female,2268,2716,2795,3014,2519,2695,3116,3515,3852,4231,4065,4383,4849,5570,5674,4744,4423,3751,2094,653,93,27002,760,71780
4309,芦北,43,熊本県,male,685,860,929,750,494,643,834,992,1031,1173,1206,1296,1637,2040,1889,1373,1223,787,314,62,11,7699,47,20276
4309,芦北,43,熊本県,female,605,796,877,727,479,617,768,982,1008,1143,1228,1422,1803,2142,2080,1828,1771,1539,957,362,61,10740,21,23216
4310,球磨,43,熊本県,male,1351,1808,1980,1672,893,1121,1582,1915,2128,2274,2184,2570,2987,3580,3451,2149,1866,1384,597,121,14,13162,359,37986
4310,球磨,43,熊本県,female,1404,1713,1866,1453,884,1220,1592,1937,2224,2266,2336,2731,3238,3770,3720,2903,3045,2635,1659,545,100,18377,253,43494
4311,天草,43,熊本県,male,1670,2098,2253,1812,1117,1545,1793,2339,2764,2926,2987,3550,4448,5069,4820,3244,2775,1901,804,145,19,18777,231,50310
4311,天草,43,熊本県,female,1575,1906,2210,1723,1131,1495,1814,2310,2676,2911,3186,3713,4593,5209,5023,4157,4087,3856,2363,794,137,25626,281,57150
4312,熊本・上益城,43,熊本県,male,17643,19461,19410,20728,20205,18459,20469,23426,25921,27669,23666,23428,24160,25661,25023,16491,12652,8576,3530,711,81,92725,10945,388315
4312,熊本・上益城,43,熊本県,female,17056,18299,18938,19542,19991,19743,21620,24895,27314,29733,26815,26397,26400,28117,29092,22198,19335,15721,9002,3044,526,127035,8767,432545
4401,東部,44,大分県,male,3137,3662,4000,4418,4022,3517,3984,4682,5594,6099,5375,5402,6055,6956,7661,5619,4177,2924,1230,250,27,28844,3582,92373
4401,東部,44,大分県,female,2982,3456,3807,4291,4265,3522,4041,4788,5697,6421,5969,6077,6596,7687,9294,7655,6559,5580,3240,1123,175,41313,3402,106627
4403,中部,44,大分県,male,11100,12599,13169,13404,12207,12180,13845,15903,18753,20178,16218,15432,16481,18606,19821,13405,9263,5883,2355,464,34,69831,7312,268612
4403,中部,44,大分県,female,10718,12067,12613,12303,11371,12003,13823,16341,18793,20755,17696,17219,18523,20894,22433,16738,13378,10775,6198,1976,327,92719,5088,292032
4405,南部,44,大分県,male,975,1262,1284,1214,749,1061,1280,1555,1846,2057,1699,1976,2327,2872,2944,2087,1667,1088,474,94,16,11242,358,30885
4405,南部,44,大分県,female,956,1178,1304,1161,805,886,1211,1511,1888,2046,1965,2162,2585,3128,3443,2848,2646,2237,1323,407,74,16106,202,35966
4406,豊肥,44,大分県,male,688,920,1055,1034,650,770,864,1169,1343,1404,1233,1482,2012,2523,2656,1670,1594,1298,591,112,13,10457,124,25205
4406,豊肥,44,大分県,female,667,838,1006,942,683,716,893,1115,1275,1396,1278,1601,2085,2500,2718,2273,2385,2275,1509,489,97,14246,81,28822
4408,西部,44,大分県,male,1490,1761,2010,1727,1194,1568,1714,2103,2525,2604,2559,2734,3117,3606,3517,2339,1877,1360,573,110,9,13391,155,40652
4408,西部,44,大分県,female,1458,1644,1908,1605,1131,1387,1672,2092,2459,2640,2506,2780,3150,3771,3935,3102,2927,2541,1508,509,79,18372,128,44932
4409,北部,44,大分県,male,3004,3411,3576,3500,2947,3394,3958,4512,4858,5111,4537,4399,5044,5961,5958,4048,3057,2020,841,169,22,22076,1360,75687
4409,北部,44,大分県,female,2816,3299,3452,3107,2748,3000,3618,4115,4513,5001,4534,4692,5500,6213,6703,5339,4858,4192,2396,770,124,30595,1069,82059
4501,宮崎東諸県,45,宮崎県,male,8686,9907,10326,9977,8566,8512,9894,11520,13679,14753,12307,12271,12775,14120,14136,9437,6802,4483,1775,303,43,51099,6946,201218
4501,宮崎東諸県,45,宮崎県,female,8416,9623,9921,9832,8834,8970,10689,12702,14346,15957,13924,13650,14279,15721,16697,11936,9966,8152,4614,1575,266,68927,5383,225453
4502,都城北諸県,45,宮崎県,male,4072,4702,4836,4438,3160,3671,4353,5218,5734,5733,4766,5230,6244,6750,6610,4195,3446,2267,889,145,25,24327,756,87240
